Brand,Model,Year,Price,KM_Driven,Fuel_Type,Transmission,Condition,Location,Seller_Type,Phone,Days_Listed,Views,Body_Type
Dacia,Dokker,2020,85310,102629,Diesel,Automatic,Good,Rabat,Private,+212682032041,78,113,Sedan
Peugeot,2008,2024,234566,19858,Gasoline,Manual,Good,Casablanca,Private,+212626954574,102,517,SUV
Peugeot,3008,2020,205114,77462,Hybrid,Manual,Good,Tangier,Private,+212776699235,37,353,SUV
Dacia,Sandero,2023,112194,37173,Gasoline,Automatic,Good,Marrakech,Private,+212747541113,10,241,Coupe
Dacia,Sandero,2018,62223,151527,Gasoline,Manual,Very Good,Tangier,Private,+212686025190,177,596,Van
Dacia,Dokker,2022,124760,33752,Gasoline,Manual,Very Good,Rabat,Private,+212781238884,74,530,Sedan
Peugeot,2008,2021,162703,71337,Diesel,Manual,Good,Meknes,Private,+212623285586,55,254,Hatchback
Dacia,Logan,2018,61008,149403,Gasoline,Manual,Good,Casablanca,Private,+212767729185,134,495,Sedan
Volkswagen,Tiguan,2022,334004,70007,Gasoline,Manual,Very Good,Fes,Private,+212731748921,101,106,Sedan
Dacia,Duster,2020,128196,82655,Gasoline,Manual,Excellent,Oujda,Private,+212784766669,70,209,SUV
Hyundai,Tucson,2021,248269,56446,Diesel,Manual,Very Good,Casablanca,Private,+212673253588,83,89,Coupe
Dacia,Sandero,2019,68013,85641,Gasoline,Manual,Good,Agadir,Dealer,+212720188662,53,188,Pickup
Hyundai,i20,2024,188807,20456,Gasoline,Automatic,Excellent,Meknes,Private,+212651427082,162,517,Hatchback
Ford,Fiesta,2019,61002,103697,Gasoline,Manual,Fair,Oujda,Dealer,+212749094142,147,525,Sedan
Hyundai,Tucson,2024,335316,15296,Hybrid,Manual,Good,Fes,Private,+212756107455,90,300,Hatchback
Toyota,Hilux,2023,415887,41427,Diesel,Manual,Excellent,Rabat,Private,+212783037029,103,709,SUV
Ford,Mustang,2023,580555,27527,Gasoline,Automatic,Good,Rabat,Private,+212623708010,9,654,Hatchback
Peugeot,208,2021,100824,83540,Diesel,Automatic,Good,Casablanca,Private,+212628852021,22,448,Hatchback
Peugeot,208,2018,81645,153133,Gasoline,Automatic,Excellent,Meknes,Private,+212765151300,66,137,Sedan
Volkswagen,Golf,2020,104459,106256,Gasoline,Automatic,Fair,Oujda,Dealer,+212646197674,26,286,Sedan
Nissan,X-Trail,2018,162789,130592,Gasoline,Automatic,Good,Kenitra,Private,+212732582482,108,183,Sedan
Hyundai,i20,2019,63439,86375,Gasoline,Manual,Fair,Oujda,Private,+212620826027,98,148,Sedan
Peugeot,2008,2023,167539,27516,Diesel,Automatic,Fair,Marrakech,Private,+212679049694,154,297,Pickup
Ford,Kuga,2024,319958,14478,Hybrid,Manual,Good,Rabat,Private,+212753518981,160,75,Pickup
Dacia,Logan,2023,150511,23058,Gasoline,Manual,Excellent,Rabat,Dealer,+212686525804,172,285,SUV
Ford,Focus,2019,102855,124093,Diesel,Manual,Good,Casablanca,Private,+212748881720,80,481,Coupe
Volkswagen,Passat,2020,235896,82353,Diesel,Manual,Excellent,Casablanca,Private,+212672257239,122,212,Sedan
Toyota,Corolla,2024,246815,19182,Hybrid,Manual,Very Good,Casablanca,Private,+212785822906,6,714,Coupe
Peugeot,208,2024,165577,13364,Diesel,Manual,Good,Marrakech,Dealer,+212794614574,55,108,SUV
Dacia,Duster,2021,105407,75749,Diesel,Automatic,Fair,Casablanca,Private,+212647580610,12,548,SUV
Ford,Ranger,2018,213832,129434,Diesel,Automatic,Excellent,Tangier,Private,+212755201836,53,96,SUV
Dacia,Lodgy,2023,177215,24440,Gasoline,Manual,Excellent,Marrakech,Private,+212611827873,55,460,Sedan
Volkswagen,Polo,2023,135897,42672,Gasoline,Automatic,Good,Casablanca,Dealer,+212735970784,178,425,Sedan
Kia,Sportage,2023,304146,37309,Hybrid,Automatic,Very Good,Rabat,Private,+212711556016,152,651,Sedan
Toyota,Corolla,2021,129583,84742,Hybrid,Manual,Good,Fes,Private,+212662413263,21,396,Coupe
Hyundai,Accent,2023,191701,49226,Gasoline,Manual,Excellent,Marrakech,Private,+212634797919,160,421,Sedan
Renault,Clio,2022,94910,55008,Gasoline,Manual,Fair,Tangier,Dealer,+212687812091,139,445,Hatchback
Dacia,Duster,2022,150120,50021,Gasoline,Manual,Very Good,Rabat,Dealer,+212699968877,51,352,Coupe
Dacia,Lodgy,2020,87204,85341,Gasoline,Manual,Good,Rabat,Private,+212722617573,2,370,SUV
Nissan,Micra,2020,89261,88464,Gasoline,Manual,Very Good,Marrakech,Private,+212697369047,71,598,SUV
Renault,Captur,2023,210938,28680,Gasoline,Manual,Very Good,Rabat,Dealer,+212641691966,14,201,Sedan
Ford,Focus,2018,105655,149913,Gasoline,Manual,Excellent,Tangier,Dealer,+212764552140,19,247,Sedan
Volkswagen,Golf,2022,202272,44490,Diesel,Manual,Very Good,Tangier,Dealer,+212762879675,180,483,Sedan
Toyota,RAV4,2024,393721,16423,Hybrid,Manual,Good,Casablanca,Private,+212615994335,166,469,Hatchback
Toyota,Hilux,2024,510685,15564,Diesel,Manual,Excellent,Marrakech,Dealer,+212649451140,79,496,Pickup
Citroen,Berlingo,2019,93993,105168,Diesel,Automatic,Good,Oujda,Private,+212770609494,116,600,Coupe
Renault,Captur,2024,268250,17850,Diesel,Manual,Excellent,Tangier,Private,+212739385315,103,496,Sedan
Dacia,Duster,2019,104502,146490,Gasoline,Manual,Very Good,Casablanca,Private,+212763568904,61,648,Hatchback
Dacia,Duster,2021,109259,82199,Gasoline,Manual,Good,Kenitra,Private,+212678786967,122,228,Sedan
Dacia,Lodgy,2018,76824,153153,Diesel,Manual,Excellent,Casablanca,Private,+212612754781,14,353,Van
Dacia,Duster,2019,86419,90424,Gasoline,Automatic,Good,Rabat,Private,+212755411060,12,531,Van
Ford,Focus,2019,99533,81861,Gasoline,Automatic,Good,Rabat,Private,+212665839727,49,215,Hatchback
Ford,Kuga,2019,186744,100971,Gasoline,Manual,Very Good,Casablanca,Private,+212763653071,125,115,Hatchback
Dacia,Lodgy,2019,82522,91804,Diesel,Manual,Good,Casablanca,Private,+212615887638,55,418,Hatchback
Dacia,Lodgy,2022,119022,51280,Diesel,Manual,Good,Kenitra,Dealer,+212728858729,117,227,Sedan
Dacia,Logan,2024,134791,15850,Gasoline,Automatic,Good,Agadir,Private,+212668906211,142,235,Hatchback
Dacia,Logan,2021,85021,83136,Gasoline,Manual,Good,Casablanca,Private,+212690336788,44,83,SUV
Peugeot,2008,2024,260178,21970,Diesel,Automatic,Very Good,Tetouan,Private,+212667631374,1,162,Sedan
Dacia,Sandero,2019,57999,125550,Gasoline,Manual,Fair,Rabat,Private,+212756875193,178,105,SUV
Dacia,Lodgy,2019,88820,123778,Gasoline,Manual,Very Good,Fes,Private,+212736687155,118,436,SUV
Citroen,Berlingo,2022,154402,45101,Gasoline,Automatic,Very Good,Kenitra,Private,+212785192666,83,427,Hatchback
Volkswagen,Polo,2023,134534,37821,Gasoline,Manual,Good,Rabat,Private,+212745354836,151,756,Sedan
Toyota,Yaris,2021,116140,49016,Gasoline,Manual,Very Good,Marrakech,Dealer,+212759037139,39,639,Hatchback
Volkswagen,Touareg,2022,466244,59374,Diesel,Manual,Fair,Kenitra,Dealer,+212699887963,60,490,SUV
Citroen,Berlingo,2022,158331,51744,Gasoline,Automatic,Very Good,Casablanca,Private,+212610495799,5,405,Sedan
Peugeot,3008,2020,224336,96089,Gasoline,Manual,Excellent,Tangier,Private,+212681015477,1,141,Pickup
Volkswagen,Golf,2018,118463,123854,Diesel,Manual,Very Good,Rabat,Private,+212796865901,65,371,SUV
Renault,Clio,2022,128792,59184,Diesel,Automatic,Very Good,Casablanca,Dealer,+212632623063,112,256,SUV
Dacia,Duster,2024,223738,16564,Gasoline,Automatic,Excellent,Marrakech,Private,+212752988775,20,240,Sedan
Dacia,Lodgy,2020,114067,65864,Diesel,Manual,Very Good,Casablanca,Private,+212652388234,35,362,Pickup
Peugeot,2008,2024,242301,20998,Gasoline,Manual,Very Good,Fes,Private,+212782303072,48,688,Coupe
Peugeot,208,2019,89571,130288,Diesel,Manual,Very Good,Tangier,Private,+212672072719,19,327,Hatchback
Dacia,Duster,2024,220250,21053,Gasoline,Automatic,Excellent,Casablanca,Dealer,+212616981655,60,352,SUV
Dacia,Logan,2024,147121,11858,Gasoline,Manual,Good,Fes,Private,+212638947627,3,616,Hatchback
Hyundai,Accent,2023,152138,41312,Gasoline,Manual,Good,Tangier,Private,+212639069822,31,690,Sedan
Hyundai,i10,2020,65533,76062,Gasoline,Manual,Fair,Marrakech,Private,+212689239420,73,388,SUV
Dacia,Sandero,2020,78132,112260,Gasoline,Automatic,Good,Fes,Private,+212778821283,124,98,SUV
Hyundai,Accent,2020,100646,124853,Gasoline,Manual,Good,Rabat,Dealer,+212728597569,79,638,Sedan
Volkswagen,Passat,2020,231903,71454,Gasoline,Manual,Very Good,Rabat,Private,+212637526325,68,188,Hatchback
Renault,Captur,2023,203031,42827,Diesel,Manual,Very Good,Fes,Private,+212715519431,12,208,Sedan
Ford,Ranger,2020,204731,70085,Diesel,Manual,Fair,Tetouan,Dealer,+212759193286,45,121,Pickup
Peugeot,208,2019,93652,72545,Gasoline,Manual,Good,Rabat,Private,+212637572390,142,271,SUV
Dacia,Logan,2023,126897,49811,Gasoline,Manual,Good,Meknes,Private,+212655296613,121,364,Hatchback
Volkswagen,Passat,2020,193942,116008,Diesel,Manual,Good,Rabat,Private,+212641152965,15,392,Hatchback
Citroen,C3,2021,127002,62640,Diesel,Manual,Excellent,Agadir,Private,+212681961203,30,137,Hatchback
Dacia,Sandero,2020,69239,61256,Gasoline,Automatic,Fair,Casablanca,Private,+212765080223,113,327,Hatchback
Toyota,Land Cruiser,2018,430392,107079,Diesel,Automatic,Very Good,Oujda,Private,+212751944224,56,226,SUV
Peugeot,208,2020,91357,100062,Diesel,Manual,Good,Kenitra,Dealer,+212695921356,114,530,Hatchback
Renault,Talisman,2021,253044,92617,Gasoline,Manual,Excellent,Tetouan,Dealer,+212781482862,114,357,Coupe
Kia,Sportage,2021,207059,76083,Gasoline,Manual,Good,Tetouan,Private,+212694090613,22,265,Coupe
Renault,Talisman,2018,134289,76890,Gasoline,Manual,Fair,Meknes,Private,+212680099322,40,482,Hatchback
Dacia,Sandero,2020,63942,87915,Gasoline,Automatic,Fair,Meknes,Private,+212787633086,24,484,Pickup
Dacia,Sandero,2018,62252,139808,Gasoline,Manual,Good,Tangier,Dealer,+212686198345,74,479,Sedan
Dacia,Duster,2019,98086,77004,Gasoline,Manual,Good,Meknes,Private,+212656870986,12,87,Pickup
Dacia,Lodgy,2022,133255,37315,Diesel,Manual,Very Good,Casablanca,Dealer,+212771107534,13,287,SUV
Peugeot,308,2020,145115,71502,Diesel,Automatic,Very Good,Kenitra,Private,+212719625631,50,396,Sedan
Renault,Kadjar,2020,156390,95939,Gasoline,Manual,Good,Casablanca,Dealer,+212743879310,49,363,Pickup
Renault,Clio,2020,66973,108538,Diesel,Automatic,Fair,Rabat,Private,+212716611682,2,310,Sedan
Kia,Sorento,2019,166458,127654,Gasoline,Automatic,Fair,Marrakech,Private,+212741866992,12,470,Pickup
Dacia,Duster,2023,163831,35900,Diesel,Manual,Very Good,Rabat,Private,+212761414749,146,681,Hatchback
Dacia,Logan,2024,122357,14592,Gasoline,Manual,Fair,Fes,Dealer,+212630797759,150,319,Van
Hyundai,i20,2024,174521,17986,Gasoline,Manual,Very Good,Agadir,Private,+212667385098,30,706,Hatchback
Dacia,Lodgy,2023,150675,43506,Gasoline,Automatic,Very Good,Rabat,Private,+212776895618,129,390,SUV
Dacia,Logan,2022,91234,64140,Gasoline,Manual,Fair,Tangier,Private,+212785383996,12,640,Sedan
Renault,Megane,2019,97199,108977,Diesel,Manual,Good,Fes,Private,+212742552006,33,117,Van
Ford,Kuga,2019,154112,86472,Hybrid,Manual,Good,Meknes,Dealer,+212776411359,96,474,Hatchback
Toyota,Corolla,2024,237863,19346,Hybrid,Manual,Very Good,Rabat,Dealer,+212785407699,102,712,Sedan
Toyota,RAV4,2024,310838,18830,Gasoline,Manual,Fair,Marrakech,Private,+212778366661,170,525,Hatchback
Ford,Kuga,2019,178331,129381,Gasoline,Manual,Very Good,Marrakech,Private,+212645671071,33,255,Hatchback
Citroen,Berlingo,2023,175638,27879,Diesel,Manual,Very Good,Agadir,Dealer,+212654648245,29,567,SUV
Dacia,Lodgy,2018,83773,145837,Diesel,Manual,Very Good,Casablanca,Private,+212781152995,153,399,Pickup
Volkswagen,Golf,2021,173778,82948,Gasoline,Manual,Excellent,Fes,Private,+212637500814,77,419,Van
Dacia,Duster,2020,111661,75625,Diesel,Automatic,Good,Meknes,Private,+212712538100,91,208,Hatchback
Renault,Kadjar,2020,179385,87319,Diesel,Manual,Very Good,Meknes,Dealer,+212679961055,79,339,Hatchback
Toyota,Hilux,2024,401921,17680,Diesel,Manual,Good,Rabat,Dealer,+212793257854,26,111,Pickup
Dacia,Lodgy,2022,136939,40888,Diesel,Manual,Very Good,Meknes,Private,+212616244754,96,221,SUV
Nissan,Juke,2021,180164,69925,Gasoline,Manual,Good,Tetouan,Private,+212743213293,69,209,Hatchback
Renault,Clio,2018,65304,111314,Gasoline,Manual,Good,Meknes,Private,+212650730055,102,221,SUV
Hyundai,Tucson,2023,283472,35614,Gasoline,Automatic,Good,Tangier,Private,+212781569111,99,747,Sedan
Renault,Megane,2021,137795,94443,Diesel,Automatic,Very Good,Rabat,Private,+212730358922,73,182,SUV
Dacia,Duster,2018,85729,148510,Gasoline,Manual,Very Good,Casablanca,Private,+212698905364,64,642,Hatchback
Ford,Kuga,2023,316032,32648,Hybrid,Automatic,Very Good,Marrakech,Dealer,+212648447339,159,127,Hatchback
Renault,Megane,2023,214500,31056,Diesel,Manual,Excellent,Tangier,Private,+212624744284,165,373,Pickup
Dacia,Duster,2023,149391,50646,Gasoline,Manual,Good,Tangier,Dealer,+212683588897,43,149,Hatchback
Renault,Talisman,2018,116434,90689,Gasoline,Manual,Fair,Casablanca,Private,+212620653670,179,206,SUV
Dacia,Lodgy,2021,108810,64527,Gasoline,Automatic,Good,Casablanca,Private,+212777195725,115,573,SUV
Hyundai,Tucson,2019,191478,76141,Gasoline,Manual,Very Good,Oujda,Private,+212677904988,164,86,SUV
Renault,Captur,2020,117308,86127,Diesel,Automatic,Good,Marrakech,Private,+212733644720,154,130,Sedan
Dacia,Sandero,2024,171744,23815,Gasoline,Manual,Excellent,Meknes,Private,+212669592717,125,463,SUV
Citroen,C5 Aircross,2023,289477,33902,Hybrid,Automatic,Very Good,Agadir,Dealer,+212731767145,64,433,Pickup
Renault,Clio,2024,149257,22344,Diesel,Manual,Good,Casablanca,Dealer,+212691363763,71,413,Coupe
Peugeot,208,2021,125839,50841,Diesel,Manual,Very Good,Marrakech,Dealer,+212785295388,159,334,Hatchback
Ford,Fiesta,2019,100047,75772,Gasoline,Manual,Excellent,Oujda,Private,+212656687417,151,248,Pickup
Nissan,Qashqai,2021,232012,74900,Gasoline,Automatic,Very Good,Tetouan,Dealer,+212777586859,121,397,Hatchback
Renault,Megane,2018,87301,98882,Gasoline,Manual,Good,Rabat,Dealer,+212783649261,136,458,Sedan
Renault,Clio,2021,117287,51957,Gasoline,Manual,Very Good,Tangier,Private,+212672838801,167,334,Pickup
Dacia,Duster,2021,109902,82027,Diesel,Manual,Good,Casablanca,Private,+212719104803,155,153,Sedan
Volkswagen,Tiguan,2021,272307,51369,Gasoline,Automatic,Good,Oujda,Private,+212723632789,167,251,SUV
Dacia,Logan,2019,78312,99889,Gasoline,Automatic,Very Good,Casablanca,Dealer,+212648547058,20,115,Sedan
Citroen,C4,2020,128029,84400,Diesel,Manual,Very Good,Fes,Private,+212664839072,141,392,Pickup
Hyundai,Tucson,2020,194513,105446,Hybrid,Automatic,Very Good,Casablanca,Private,+212631397596,97,431,Van
Volkswagen,Tiguan,2022,370439,57370,Diesel,Automatic,Excellent,Kenitra,Private,+212635195662,154,307,SUV
Hyundai,Tucson,2018,171151,81572,Diesel,Manual,Excellent,Tangier,Dealer,+212610984464,176,142,Hatchback
Dacia,Logan,2022,117894,35476,Gasoline,Manual,Very Good,Tangier,Private,+212675497599,112,135,Sedan
Peugeot,3008,2021,219231,70087,Diesel,Automatic,Good,Agadir,Private,+212765453193,31,350,Sedan
Volkswagen,Passat,2022,249696,63707,Diesel,Manual,Good,Meknes,Dealer,+212691190089,39,200,SUV
Dacia,Logan,2019,72583,141110,Gasoline,Manual,Good,Casablanca,Dealer,+212648024592,17,439,Hatchback
Dacia,Lodgy,2019,87585,91439,Gasoline,Manual,Very Good,Casablanca,Private,+212741804621,163,501,SUV
Volkswagen,Tiguan,2018,214179,128687,Gasoline,Automatic,Excellent,Kenitra,Private,+212653350586,155,223,Sedan
Citroen,C4,2023,148201,40531,Gasoline,Automatic,Fair,Tetouan,Private,+212643728273,169,881,Sedan
Peugeot,2008,2021,150326,47726,Gasoline,Automatic,Good,Rabat,Private,+212790435694,49,335,Hatchback
Toyota,Yaris,2018,70176,121699,Gasoline,Manual,Good,Casablanca,Dealer,+212786635841,56,292,Sedan
Toyota,Hilux,2020,239081,97623,Diesel,Manual,Good,Marrakech,Private,+212772404815,89,391,Pickup
Renault,Clio,2018,80523,116292,Diesel,Manual,Excellent,Tangier,Private,+212757248919,83,68,Pickup
Peugeot,3008,2018,156574,139524,Gasoline,Automatic,Very Good,Tangier,Private,+212744753031,120,297,SUV
Dacia,Sandero,2023,111244,40490,Gasoline,Manual,Good,Tetouan,Private,+212634705289,151,549,Sedan
Dacia,Lodgy,2023,140727,26417,Gasoline,Manual,Good,Marrakech,Private,+212784143913,8,908,Hatchback
Ford,Kuga,2018,168529,124205,Diesel,Automatic,Very Good,Casablanca,Dealer,+212670847675,41,442,SUV
Renault,Captur,2021,138816,86144,Diesel,Manual,Good,Rabat,Private,+212667285850,64,488,SUV
Dacia,Lodgy,2019,81023,92166,Gasoline,Automatic,Good,Oujda,Private,+212738378256,40,308,Sedan
Ford,Mustang,2022,515398,57536,Gasoline,Manual,Good,Marrakech,Private,+212647610073,84,128,SUV
Dacia,Duster,2021,136703,64826,Diesel,Manual,Very Good,Casablanca,Private,+212648128151,52,500,Coupe
Renault,Clio,2020,92624,99469,Diesel,Manual,Very Good,Meknes,Private,+212670379996,138,351,Sedan
Kia,Sportage,2019,169681,116947,Diesel,Automatic,Very Good,Meknes,Private,+212779935914,117,302,Sedan
Volkswagen,Tiguan,2024,464977,14228,Diesel,Automatic,Excellent,Fes,Private,+212789801983,26,151,Sedan
Renault,Captur,2019,99167,78016,Gasoline,Automatic,Fair,Casablanca,Private,+212787592638,104,273,Pickup
Toyota,Land Cruiser,2021,685161,69131,Diesel,Manual,Excellent,Oujda,Private,+212696004387,65,193,Pickup
Dacia,Dokker,2019,79210,95825,Gasoline,Manual,Very Good,Kenitra,Private,+212786124740,104,464,Pickup
Peugeot,3008,2021,202206,98897,Hybrid,Manual,Good,Marrakech,Dealer,+212769639521,41,287,Hatchback
Dacia,Lodgy,2022,125189,62984,Diesel,Manual,Good,Fes,Private,+212764959156,117,143,Van
Dacia,Sandero,2022,82932,74730,Gasoline,Manual,Fair,Agadir,Private,+212636689770,148,223,Hatchback
Renault,Kadjar,2022,177006,39034,Gasoline,Manual,Fair,Casablanca,Private,+212663815538,22,146,Hatchback
Toyota,Land Cruiser,2023,835371,27481,Diesel,Manual,Very Good,Fes,Dealer,+212730469770,84,333,Hatchback
Citroen,C4,2021,167532,64793,Gasoline,Manual,Very Good,Tetouan,Private,+212739319999,94,279,SUV
Dacia,Dokker,2019,86311,81962,Gasoline,Automatic,Very Good,Tetouan,Private,+212631995374,52,464,Sedan
Renault,Talisman,2021,252585,63120,Gasoline,Manual,Very Good,Rabat,Private,+212710845138,10,441,Sedan
Nissan,X-Trail,2019,216058,143077,Gasoline,Manual,Very Good,Agadir,Dealer,+212679795752,158,312,SUV
Dacia,Duster,2019,100193,105090,Gasoline,Manual,Very Good,Rabat,Private,+212743993221,130,496,Sedan
Toyota,Hilux,2020,226374,84136,Diesel,Automatic,Good,Fes,Private,+212622338826,141,62,SUV
Renault,Captur,2022,169339,47150,Gasoline,Automatic,Good,Casablanca,Private,+212669315107,38,413,Pickup
Renault,Captur,2020,138431,60409,Diesel,Manual,Good,Oujda,Private,+212764356187,110,170,Sedan
Dacia,Logan,2020,79363,94646,Gasoline,Manual,Good,Casablanca,Private,+212687924786,100,625,Pickup
Renault,Clio,2019,83865,100719,Diesel,Automatic,Very Good,Casablanca,Private,+212614538310,59,254,Pickup
Peugeot,3008,2020,234590,75019,Diesel,Manual,Excellent,Meknes,Dealer,+212770583093,140,321,Van
Dacia,Lodgy,2019,101622,81792,Gasoline,Automatic,Excellent,Rabat,Private,+212664572976,49,514,Coupe
Dacia,Sandero,2021,101482,73460,Gasoline,Manual,Very Good,Oujda,Private,+212619426560,33,235,Van
Hyundai,i20,2023,133797,31922,Gasoline,Automatic,Good,Casablanca,Dealer,+212659646393,52,484,Sedan
Citroen,C4,2023,224792,34457,Gasoline,Automatic,Excellent,Marrakech,Dealer,+212748146304,80,262,Sedan
Toyota,Corolla,2019,121645,73943,Gasoline,Automatic,Good,Marrakech,Private,+212685131031,105,648,SUV
Renault,Clio,2021,115831,88042,Diesel,Automatic,Excellent,Rabat,Dealer,+212639526119,173,102,Pickup
Volkswagen,Polo,2022,152183,53814,Gasoline,Automatic,Excellent,Oujda,Dealer,+212629558793,21,267,Sedan
Renault,Megane,2022,163225,37867,Gasoline,Automatic,Good,Oujda,Private,+212669684198,147,204,Sedan
Dacia,Dokker,2020,71445,90936,Diesel,Automatic,Fair,Casablanca,Private,+212738968058,176,135,Pickup
Renault,Clio,2020,93385,72841,Gasoline,Manual,Good,Tangier,Private,+212787018129,110,275,Sedan
Dacia,Duster,2021,124883,89211,Diesel,Manual,Very Good,Tetouan,Private,+212693968799,77,478,Sedan
Peugeot,3008,2023,282731,43324,Gasoline,Automatic,Good,Tangier,Dealer,+212643728153,28,378,Sedan
Renault,Megane,2021,113944,73818,Gasoline,Automatic,Fair,Marrakech,Private,+212762212149,136,330,Van
Renault,Captur,2021,162462,72539,Gasoline,Manual,Very Good,Meknes,Private,+212748393077,58,204,Hatchback
Toyota,Land Cruiser,2023,870041,31028,Diesel,Manual,Excellent,Casablanca,Private,+212780184839,2,355,Sedan
Hyundai,Santa Fe,2023,367788,33380,Diesel,Manual,Good,Marrakech,Private,+212669516521,127,286,Sedan
Toyota,Yaris,2019,84657,108207,Hybrid,Manual,Very Good,Meknes,Dealer,+212697268405,6,583,Hatchback
Nissan,Juke,2020,155028,73872,Gasoline,Manual,Good,Meknes,Private,+212748987802,24,170,Coupe
Dacia,Dokker,2022,147191,66943,Diesel,Manual,Excellent,Tangier,Private,+212797131962,106,414,Sedan
Renault,Captur,2020,133757,58576,Gasoline,Manual,Good,Rabat,Private,+212781709923,48,254,Pickup
Peugeot,208,2024,185701,21762,Gasoline,Automatic,Very Good,Fes,Dealer,+212778930247,103,688,Hatchback
Renault,Kadjar,2021,175633,94249,Diesel,Manual,Good,Agadir,Private,+212628058314,145,320,Pickup
Dacia,Lodgy,2021,111919,62453,Gasoline,Manual,Good,Tangier,Dealer,+212685492416,129,67,SUV
Hyundai,Accent,2018,79535,88108,Gasoline,Automatic,Good,Fes,Dealer,+212726109305,54,338,Pickup
Volkswagen,Polo,2021,110441,63580,Gasoline,Manual,Good,Marrakech,Dealer,+212751764127,63,271,Hatchback
Dacia,Sandero,2021,78626,54319,Gasoline,Manual,Fair,Casablanca,Private,+212679218454,124,416,Hatchback
